,id,title,all_artists,popularity,release_date,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
1958,3Q4WeJmzxuDpzMu9QjQqbM,Big Girls Don't Cry (Personal),Fergie,64,2006-09-13,0.708,0.641,7,-4.296,1,0.205,0.0,0.0945,0.253,113.082,268120,4
1959,7k4uHnOdJViC6EBvcvzJZJ,"Yes - From ""Dirty Dancing"" Soundtrack",Merry Clayton,50,1987-09-24,0.541,0.772,0,-11.552,0,0.051,2.92e-05,0.146,0.97,178.082,198333,4
1960,3qP5nPy0qh7iodfLMBsfbr,More Girls Like You,Kip Moore,26,2017-02-10,0.565,0.734,2,-5.51,1,0.00701,0.0,0.081,0.604,74.991,154320,4
1961,3UZ9aPaYlBBlAvpdh3kK0U,Hurricane,Luke Combs,0,2015-11-27,0.443,0.804,10,-6.432,1,0.0165,2.89e-06,0.181,0.438,151.928,223800,4
1962,5OwOWdY2hsSAtSERkxUwoc,I Could Use a Love Song,Maren Morris,0,2016-06-03,0.638,0.634,6,-6.474,1,0.214,0.0,0.0866,0.473,92.097,196422,4
1963,5Ao3vArhHOJBFvr7DjxBki,Hometown Girl,Josh Turner,0,2016-05-13,0.504,0.805,3,-5.653,0,0.269,0.103,0.117,0.496,155.956,216187,4
1964,6hIS1u7nuJmFE12rXAPMxm,Every Storm (Runs Out Of Rain),Gary Allan,48,2012-01-01,0.535,0.723,0,-6.984,1,0.0419,3.55e-06,0.206,0.349,107.019,226080,4
1965,6rqxivjFHp8K0yMiefG56g,Stay A Little Longer,Brothers Osborne,55,2015-03-10,0.555,0.89,6,-5.533,1,0.0414,0.131,0.147,0.513,96.987,335267,4
1966,1TKlBK9cSrM5u4CiL4SETS,Talladega,Eric Church,63,2014-01-01,0.586,0.677,1,-8.343,1,0.043,0.0936,0.0884,0.562,144.001,262280,4
1967,4wFUdSCer8bdQsrp1M90sa,Highway Don't Care,Keith Urban,63,2013-01-01,0.47,0.79,2,-5.352,1,0.0216,0.0,0.0863,0.495,158.061,276880,4
1968,5jROdl6MhcmP3O7h2sVgtw,Parachute,Chris Stapleton,69,2015-05-04,0.642,0.762,6,-7.411,1,0.00967,5.72e-05,0.182,0.605,113.038,253200,4
1969,6E9V9TRlVOLjenGjHemzEH,Hard To Love,Lee Brice,67,2012-04-24,0.638,0.722,9,-6.177,1,0.0119,0.00808,0.189,0.469,103.017,224293,4
1970,5aj0xPGiEUN3aI2oOYu14S,I Don't Dance,Lee Brice,66,2014-09-09,0.587,0.559,1,-7.742,1,0.399,6.69e-06,0.0992,0.19,92.036,221173,4
1971,4A6IgELhUNZIJ38kMUB4pC,She's Country,Jason Aldean,0,2009,0.554,0.872,6,-2.849,1,0.221,0.0,0.0638,0.657,172.196,220573,4
1972,1P5WxIzlcNsX1Et9L6oPbw,These Are My People,Rodney Atkins,0,2006-07-18,0.558,0.896,0,-3.687,1,0.0316,0.0,0.528,0.63,90.064,213653,4
1973,5oHHMDcVOmPSFrCgdbHPdb,It's Five O'Clock Somewhere,Jimmy Buffett,65,2010-11-19,0.713,0.772,2,-6.69,1,0.208,0.0,0.211,0.88,125.202,230133,4
1974,19DnL1HnJiijuEfaiS0Eus,Sideways,Dierks Bentley,58,2009-01-01,0.624,0.915,5,-2.627,0,0.141,0.0,0.386,0.815,108.046,184160,3
1975,2EZWdLnLPwL97JcfNlBoM1,I Love This Bar,Toby Keith,50,2008-01-01,0.602,0.853,2,-5.362,1,0.0274,0.00828,0.355,0.466,115.047,333453,4
1976,35T0DuK0GlI6GaEZZKe7gZ,Dang If We Didn't,The Cadillac Three,0,2017-06-09,0.621,0.808,2,-4.866,1,0.0415,0.0,0.211,0.855,104.993,178160,4
1977,7G6l2FtQyRhQgYgut2I6i8,As Good As I Once Was,Toby Keith,67,2005-01-01,0.68,0.87,5,-4.461,1,0.266,0.0,0.109,0.646,119.075,227840,4
1978,7AGtAPxCdU1RiGto2XzLFR,Give Me Back My Hometown,Eric Church,0,2014-01-01,0.613,0.662,1,-7.797,1,0.527,0.141,0.0778,0.516,104.023,252493,4
1979,1cktZnxiONH0hR6Q3DKy8h,Drink In My Hand,Eric Church,71,2011-01-01,0.626,0.913,0,-4.452,1,0.00635,0.0,0.293,0.946,113.044,191307,4
1980,539dFCMA8lfEElDPgGpcIB,All My Friends Say,Luke Bryan,59,2007-01-01,0.683,0.9,9,-4.422,1,0.0439,0.0,0.177,0.962,117.036,242800,4
1981,23CzqFXnFgaJo2L9vJXWHN,Here For A Good Time,George Strait,42,2011-01-01,0.615,0.732,6,-8.74,1,0.0883,5.94e-06,0.107,0.557,127.881,182120,4
1982,1vD4DN56ued7pQklJBDesw,American Ride,Toby Keith,0,2009-01-01,0.518,0.906,9,-2.845,1,0.0889,0.0,0.309,0.751,174.099,165693,4
1983,68A4qiCqD9y39N3WNEsJVD,How Country Feels,Randy Houser,0,2013,0.677,0.847,7,-3.608,1,0.0458,0.0,0.0763,0.806,104.944,185093,4
1984,4Ng7hGdPwpINleVecBWiOO,Free And Easy (Down The Road I Go),Dierks Bentley,56,2008-01-01,0.557,0.825,6,-4.657,1,0.00525,0.00164,0.177,0.841,120.017,201120,4
1985,1fC13X9Ob5KI982tNtrOhG,Roots,Zac Brown Band,0,2017-05-12,0.726,0.595,11,-6.846,1,0.148,0.000433,0.106,0.696,115.0,231173,4
1986,4K3xxih9VMKeLv4PgYkG3D,Free - Greatest Hits Version,Zac Brown Band,0,2014-11-07,0.574,0.405,1,-7.606,1,0.272,0.000254,0.101,0.275,75.952,228640,4
1987,2X53YEmzGYnDEQF9zYLTRR,Whatever It Is - Greatest Hits Version,Zac Brown Band,0,2014-11-07,0.647,0.582,1,-6.662,1,0.422,2.17e-05,0.106,0.704,83.893,208347,4
1988,73s9sKY6ALxw5cwcbGRXbD,Toes - Greatest Hits Version,Zac Brown Band,0,2014-11-07,0.792,0.723,11,-5.869,1,0.754,0.0,0.0929,0.808,129.999,261347,4
1989,1jxR2ZtJo0O3Zq993R4MV7,As She's Walking Away (feat. Alan Jackson) - Greatest Hits Version,Alan Jackson,0,2014-11-07,0.556,0.655,3,-5.909,1,0.46,0.0,0.12,0.334,183.981,223840,4
1990,6PEZpZIS4uygvUoLX1Dm4C,Colder Weather,Zac Brown Band,0,2014-11-07,0.664,0.38,3,-7.45,1,0.447,0.0,0.117,0.188,135.844,273840,4
1991,4FpkkXQWOhhKn8iLGVwajg,Keep Me in Mind - Greatest Hits Version,Zac Brown Band,0,2014-11-07,0.688,0.713,6,-6.157,1,0.168,0.0,0.189,0.545,96.009,214080,4
1992,6Kxhhr0LHRfUlYXhrGZjlM,No Hurry - Greatest Hits Version,Zac Brown Band,0,2014-11-07,0.572,0.54,3,-5.792,1,0.346,0.0,0.254,0.389,145.99,226213,4
1993,4iMIIUvmScLS65kg5sHBla,Goodbye in Her Eyes - Greatest Hits Version,Zac Brown Band,0,2014-11-07,0.569,0.56,3,-7.371,1,0.174,4.7e-06,0.0863,0.413,82.002,324240,4
1994,4odTc9WAkxY7t122yg8Mxh,Sweet Annie - Greatest Hits Version,Zac Brown Band,0,2014-11-07,0.637,0.431,6,-7.991,1,0.191,0.0,0.108,0.151,140.008,278747,4
1995,0ipcmHor30Y8p6hCd8QUVq,Kill A Word,Eric Church,57,2015-11-11,0.651,0.732,2,-8.037,1,0.0164,1.58e-06,0.0925,0.638,85.023,199213,4
1996,6hr4weuSidHy2LNMw8UVJ2,Like A Wrecking Ball,Eric Church,61,2014-01-01,0.693,0.335,0,-10.863,1,0.338,0.000552,0.118,0.623,136.071,198907,4
1997,1ffMmNQ42w7dIwyCDTKySb,Cold One,Eric Church,51,2014-01-01,0.591,0.888,6,-5.807,1,0.0758,0.00403,0.535,0.771,147.943,205227,4
1998,4tM1hVTKNFQ6EFXGhJyvIX,How 'Bout You - Live,Eric Church,29,2013-01-01,0.428,0.968,4,-3.211,1,8.49e-05,0.775,0.971,0.428,120.666,262587,4
1999,2S8JVnlz4Xpqst4mJXtxPQ,Jack Daniels - Live,Eric Church,27,2013-01-01,0.455,0.864,2,-6.551,1,0.0198,0.424,0.851,0.538,143.794,271773,4
2000,79dlQxvdsCDApoM8XChkpy,Mr. Misunderstood,Eric Church,56,2015-11-11,0.385,0.808,7,-6.67,1,0.0629,0.0,0.33,0.546,129.22,319240,4
2001,3QYXgYgff77dt42xLnhUaf,Knives Of New Orleans,Eric Church,43,2015-11-11,0.585,0.719,11,-8.332,1,0.00144,1.84e-05,0.123,0.428,108.979,241413,4
2002,579wiJu8HXaGXod6rU3NiB,Three Year Old,Eric Church,43,2015-11-11,0.725,0.321,10,-14.517,1,0.735,0.00105,0.0987,0.576,76.968,226827,4
2003,2B0Z4aGp33yw3oOz8r4Sqx,When Someone Stops Loving You,Little Big Town,25,2017-02-17,0.482,0.707,2,-3.127,1,0.263,0.0,0.115,0.238,125.294,228373,3
2004,3OMpIoONQH8rSscaZLozFQ,Old Alabama (feat. Alabama),Alabama,52,2011-05-23,0.378,0.903,7,-4.538,1,0.103,0.000285,0.134,0.457,115.616,301800,4
2005,5hviCr3lgg6LY6noG6DPKs,Landslide,The Chicks,66,2002-08-27,0.571,0.438,2,-7.007,1,0.534,1.56e-05,0.187,0.444,145.948,230549,4
2006,1EnoCmQSpJaiCyA3Kr87XG,Mixed Drinks About Feelings,Susan Tedeschi,51,2015-11-11,0.714,0.221,0,-12.929,1,0.516,1.68e-06,0.0937,0.424,135.843,178107,4
2007,7JnorPtXApoUw2AuJUGLY1,We Went,Randy Houser,57,2016-03-11,0.646,0.882,4,-3.77,0,0.097,0.0,0.311,0.544,101.997,179360,4
2008,483beWfErq5MZAvC0fJ7cr,21 Summer,Brothers Osborne,58,2016-01-15,0.644,0.89,2,-6.993,1,0.0246,2.57e-05,0.103,0.619,112.027,214387,4
2009,02eD9ymfJOJOhM97HYp5R9,The House That Built Me,Miranda Lambert,65,2009-09-24,0.525,0.3,5,-8.005,1,0.578,8.3e-06,0.116,0.206,80.993,236627,4
2010,33fdicR6v63mdMezyG87ht,Rock Bottom,Kenny Chesney,32,2014-09-22,0.47,0.826,0,-4.152,1,0.000232,0.000759,0.32,0.4,157.994,221040,4
2011,7wzLu2aumQh8yIdq5B55Fg,Dig Your Roots,Florida Georgia Line,47,2016-08-26,0.459,0.799,7,-4.593,1,0.354,0.0,0.339,0.447,139.91,214040,4
2012,17Vry8h1fUTYg8NL6pHhem,Fix,Chris Lane,0,2016-08-05,0.532,0.883,0,-2.743,0,0.0951,0.0,0.304,0.7,99.995,190240,4
2013,5j4hSQH0KaAc8f6cimnXIT,Fire Away,Chris Stapleton,68,2015-05-04,0.559,0.301,9,-9.066,1,0.055,0.00979,0.101,0.177,116.123,244333,3
2014,6FKunBVtC4ZUC9iEvtAIn0,Snapback,Old Dominion,0,2015-10-23,0.687,0.793,5,-3.577,1,0.305,3.23e-06,0.1,0.673,100.991,206507,4
2015,7CL6oaDC9d0QXFMQRkNBmy,Runnin' Outta Moonlight,Randy Houser,0,2013,0.532,0.801,2,-3.759,1,0.0371,7.07e-06,0.0633,0.799,172.05,193573,4
2016,2cbwF3iVOhzpY7KVzDKWXa,Drinkin' Problem,Midland,0,2016-10-28,0.644,0.741,9,-5.84,1,0.0569,1.12e-06,0.193,0.693,102.007,220987,4
2017,4gn7rQyhf463rX9KU5ZeSl,For The First Time,Darius Rucker,0,2017-07-07,0.548,0.765,6,-5.297,1,0.0063,0.0,0.0438,0.744,142.099,199107,4
2018,00AxNl4D4jHL2AEf1W55j5,What The Hell Did I Say,Dierks Bentley,50,2016-06-10,0.579,0.804,2,-4.777,0,0.000668,1.19e-06,0.198,0.291,107.985,207333,4
2019,4iMIIUvmScLS65kg5sHBla,Goodbye in Her Eyes - Greatest Hits Version,Zac Brown Band,0,2014-11-07,0.569,0.56,3,-7.371,1,0.174,4.7e-06,0.0863,0.413,82.002,324240,4
2020,11qh54D0PKkBwelpDxxiEU,Girl Crush,Little Big Town,67,2014-10-21,0.5,0.225,0,-10.22,1,0.842,0.0,0.112,0.355,173.788,193320,3
2021,795VSQCS3cn8VPoI6dSDNo,That's How It Still Oughta Be,Trent Tomlinson,14,2009-01-01,0.546,0.445,3,-7.286,1,0.321,0.0,0.19,0.266,125.404,206747,3
2022,4wFUdSCer8bdQsrp1M90sa,Highway Don't Care,Keith Urban,63,2013-01-01,0.47,0.79,2,-5.352,1,0.0216,0.0,0.0863,0.495,158.061,276880,4
2023,6aUhfNWYnMThF3TGtuYUUu,How Country Feels,Randy Houser,68,2013-01-22,0.678,0.839,7,-3.617,1,0.0379,0.0,0.0742,0.772,104.952,185907,4
2024,0WgQTMtmw8qJievyeqfnnS,Run Away with You,Big & Rich,49,2014-09-23,0.535,0.803,6,-4.116,0,0.141,0.0,0.297,0.342,147.902,224960,4
2025,5aj0xPGiEUN3aI2oOYu14S,I Don't Dance,Lee Brice,66,2014-09-09,0.587,0.559,1,-7.742,1,0.399,6.69e-06,0.0992,0.19,92.036,221173,4
2026,5XFu5S1vBY7sNHlheCapOz,Strip It Down,Luke Bryan,59,2015-08-07,0.631,0.875,9,-3.589,1,0.382,0.0,0.0867,0.705,137.961,241613,4
2027,6rqxivjFHp8K0yMiefG56g,Stay A Little Longer,Brothers Osborne,55,2015-03-10,0.555,0.89,6,-5.533,1,0.0414,0.131,0.147,0.513,96.987,335267,4
2028,1vD4DN56ued7pQklJBDesw,American Ride,Toby Keith,0,2009-01-01,0.518,0.906,9,-2.845,1,0.0889,0.0,0.309,0.751,174.099,165693,4
2029,3W5GXbS3ugsYjx1X0xBNbL,Break On Me,Keith Urban,0,2015-10-23,0.62,0.764,8,-6.757,1,0.38,0.000154,0.112,0.461,86.996,209253,4
2030,7zNM46fo01dCBidY4yGNTZ,Keep Me in Mind,Zac Brown Band,0,2010-09-20,0.684,0.715,6,-6.132,1,0.159,0.0,0.181,0.563,96.018,214107,4
2031,3vLfv6qd7hgyDMsQiGUEVr,Over When It's Over - Live,Eric Church,30,2013-01-01,0.401,0.889,2,-4.21,1,0.00411,0.00461,0.838,0.6,140.838,179067,4
2032,3XxtBBMexPb3RRVHPzTgNR,Damn Drunk,Kix Brooks,51,2016-11-11,0.633,0.729,0,-5.135,1,0.0363,1.79e-06,0.111,0.414,103.989,264467,4
2033,74QCZPlpayjvQ4yJJFljfQ,Sweet Home Alabama,Lynyrd Skynyrd,0,1991-01-01,0.601,0.593,0,-11.685,1,0.181,0.000441,0.121,0.902,97.784,285160,4
2034,1ruMZWNVpNd7uhl6cSvNm1,Highway 20 Ride - Greatest Hits Version,Zac Brown Band,0,2014-11-07,0.528,0.398,3,-7.187,1,0.533,9.6e-06,0.106,0.404,76.111,229253,4
2035,4EEjMyQub6tgFVshlM9j1M,Margaritaville,Jimmy Buffett,67,1977-01-01,0.8,0.545,2,-13.637,1,0.711,0.00191,0.104,0.861,124.943,250933,4
2036,1kT4uEG95XB6Ouw0K9pDiC,Homeboy - Live,Eric Church,27,2013-01-01,0.324,0.813,5,-4.765,1,0.0727,0.00987,0.96,0.205,140.697,282627,4
2037,13D7XTvRIV8s5mebCppPQx,I Go Back - Live,Kenny Chesney,29,2006-09-16,0.348,0.857,4,-6.873,1,0.271,5.19e-05,0.965,0.462,181.809,291653,4
2038,0LG2cFomCi8Fb664Lvr3Nu,For The First Time,Darius Rucker,59,2017-10-20,0.547,0.804,6,-5.268,1,0.00738,0.0,0.0308,0.666,142.016,197053,4
2039,7BjmEKAVTnJNkRNaUzBy2K,Mountain Music,Alabama,58,2004-10-08,0.467,0.526,9,-9.982,1,0.119,0.0,0.124,0.753,109.555,218613,4
2040,1VdHooAMVaGXPSty8pifv9,Honky Tonk Badonkadonk,Trace Adkins,59,2006-01-01,0.536,0.943,11,-5.317,0,0.399,2.27e-05,0.225,0.622,123.759,240093,4
2041,1ZxNwqYsJA41CKf2YEhmIK,Just Fishin',Trace Adkins,49,2011-01-01,0.586,0.674,11,-5.69,1,0.00764,0.0777,0.243,0.395,86.5,210333,4
2042,6AgeVPT9rhr5GxCLdKPFzj,Take A Back Road,Rodney Atkins,0,2011-10-04,0.579,0.859,3,-3.933,1,0.169,0.0,0.0917,0.915,169.942,209427,4
2043,7jkWXm5j2er2KfsCRPwWfy,Easy,Natasha Bedingfield,52,2010-01-01,0.343,0.594,2,-4.876,1,0.128,0.0,0.128,0.425,120.998,218480,3
2044,3JrD5PQbOAgGTKhts9Te6d,Free And Easy (Down The Road I Go),Dierks Bentley,57,2006-01-01,0.583,0.782,6,-5.328,1,0.00499,0.000131,0.145,0.682,120.024,199560,4
2045,4CcrLWFQY4dRGMbUR59cSp,Hey Girl,Billy Currington,58,2013-01-01,0.548,0.673,1,-5.29,1,0.0158,0.0,0.0794,0.652,81.947,200533,4
2046,2jwaErbghhcia4JqUYWz3g,Days Go By,Keith Urban,59,2004-01-01,0.589,0.892,2,-3.197,1,0.0633,0.0,0.149,0.76,131.951,224630,4
2047,68Iw932AjRCDEPLIzpmOtF,You’ll Think Of Me,Keith Urban,54,2002-01-01,0.581,0.49,2,-10.657,1,0.366,7.51e-06,0.101,0.454,82.881,293600,4
2048,7nvmiDtfh9gwYFh9Kzn7sc,We Owned The Night,Lady A,0,2011-01-01,0.657,0.714,1,-6.965,1,0.281,0.000145,0.0838,0.488,99.991,197800,4
2049,6xtXdS8ALTfK0g9hOG1PSX,Are You Gonna Kiss Me Or Not,Thompson Square,0,2011-02-08,0.485,0.701,8,-3.807,1,0.039,0.0,0.0977,0.613,151.948,184920,4
2050,76XXH1VudC1acTcoG4qBLu,I Was Wrong,Chris Stapleton,0,2017-05-05,0.652,0.555,2,-8.63,0,0.376,0.0164,0.106,0.374,135.508,191480,4
2051,0IGMI8uzDaLhRVkRjIDYZ7,Fix,Chris Lane,0,2015-11-13,0.532,0.896,0,-1.954,0,0.0914,0.0,0.18,0.696,100.011,189187,4
2052,0RFgvrhkf9FiDRLA0BhzpZ,Drift Away,Uncle Kracker,67,2002-07-09,0.583,0.66,11,-5.078,1,0.181,0.0,0.0979,0.861,151.956,255560,4
2053,3SXcQqdsoR8oRFAYFvgi8g,Turn Loose the Horses,Garrett Hedlund,35,2010-12-21,0.584,0.566,7,-6.313,1,0.588,2e-06,0.11,0.473,112.796,185573,4
2054,0QxKf9IfGjNrTa4gcnP3tN,A Life That's Good,Lennon & Maisy,43,2013-01-01,0.589,0.334,0,-11.342,1,0.717,3.3e-05,0.158,0.258,84.982,201293,4
2055,6usHXaTn54uwwozmH00d3X,Written in the Sand,Old Dominion,0,2017-07-07,0.725,0.437,6,-9.602,1,0.593,0.0,0.0842,0.759,83.985,184080,4
2056,40ZN15PFMJ2heB2YmLwvHh,You're Mine,Chris Carmack,14,2017-06-01,0.522,0.339,9,-10.719,1,0.452,0.00024,0.116,0.062,112.283,137987,4
2057,2ZxTjs4EdJl4Y9YByIiNoo,You Make It Easy,Jason Aldean,63,2018-01-26,0.375,0.574,7,-5.305,1,0.143,0.0,0.11,0.406,132.025,196800,3
2058,4rW9EUFaMSNVY8JhbqrB6z,Me and My Kind,Cody Johnson,71,2014-01-14,0.588,0.807,2,-3.426,1,0.0835,0.0,0.109,0.674,110.014,156200,4
2059,7x5xYW5W42OGPAdHUyyguy,Locked Away (feat. Adam Levine),Adam Levine,76,2015-10-09,0.509,0.671,1,-5.709,1,0.304,0.0,0.0452,0.55,118.413,227480,5
2060,7gSQv1OHpkIoAdUiRLdmI6,I Won't Back Down,Tom Petty,73,1989-01-01,0.765,0.476,7,-13.487,1,0.0504,2.76e-06,0.165,0.965,114.02,178360,4
2061,3v0pzyIy08Sndq17gww5Si,Smoke Clears,Andy Grammer,0,2017-12-01,0.593,0.822,7,-3.655,1,0.394,0.0,0.081,0.505,99.988,179061,4
2062,1gihuPhrLraKYrJMAEONyc,Feel So Close - Radio Edit,Calvin Harris,79,2012-10-29,0.707,0.924,7,-2.842,1,0.000972,0.00703,0.204,0.919,127.937,206413,4
2063,3SdTKo2uVsxFblQjpScoHy,Stand by Me,Ben E. King,78,1962-08-20,0.65,0.306,9,-9.443,1,0.57,7.07e-06,0.0707,0.605,118.068,180056,4
2064,5HGC2N68GV3vbQkYsHxmfg,World Gone Mad,Bastille,36,2017-12-15,0.505,0.671,6,-3.401,0,0.248,0.0,0.141,0.412,139.861,196453,4
2065,28GUjBGqZVcAV4PHSYzkj2,So Good,B.o.B,64,2012-04-27,0.66,0.9,7,-5.02,1,0.0403,0.0,0.219,0.591,85.51,213253,4
2066,59qnU7ACYRFKQ2O35D5Onb,The Champ,Nelly,44,2011-12-20,0.548,0.883,6,-4.697,1,0.212,0.0,0.0828,0.796,167.998,189000,4
2067,09YA1Ma4NhmKCu9VHdQMcU,Wish I Was Sober,Rhys Lewis,0,2017-09-22,0.69,0.771,9,-6.529,0,0.0341,0.0,0.107,0.687,124.016,207440,4
2068,58zsLZPvfflaiIbNWoA22O,Human,Rag'n'Bone Man,75,2017-02-10,0.602,0.707,9,-4.097,1,0.393,0.0,0.165,0.554,75.087,200187,4
2069,7rSERmjAT38lC5QhJ8hnQc,I'm Shipping Up To Boston,Dropkick Murphys,69,2005-07-19,0.452,0.928,2,-3.133,1,0.000706,0.000637,0.226,0.6,129.188,153600,4
2070,0sbtER6km0p7hxOUvXnXNl,Backyard Party,R. Kelly,28,2015-08-21,0.714,0.598,11,-6.092,1,0.0109,0.0,0.205,0.643,99.563,211211,4
2071,2oTDOIAdsxPTE7yAp4YOcv,Jump Around,House Of Pain,0,1992,0.854,0.71,4,-6.32,0,0.0113,8.72e-05,0.166,0.818,106.894,214947,4
2072,6ihL9TjfRjadfEePzXXyVF,Gives You Hell,The All-American Rejects,71,2008-01-01,0.718,0.691,4,-6.44,1,0.0159,0.0,0.0627,0.552,100.008,213107,4
2073,1V8Z5giZUe70UNPySLTD0N,It Goes On,Sir Rosevelt,50,2018-01-16,0.508,0.513,1,-7.988,0,0.647,0.000131,0.0828,0.123,89.724,204751,4
2074,1jJci4qxiYcOHhQR247rEU,Kids,MGMT,77,2007-12-14,0.451,0.931,9,-3.871,1,0.00076,0.0049,0.361,0.172,122.961,302840,4
2075,2xiOdusRnZezQok1RgLNeS,"You Should Be Dancing - Edit / From ""Saturday Night Fever"" Soundtrack",Bee Gees,66,1976-01-01,0.681,0.716,0,-10.911,1,0.0182,0.17,0.337,0.963,123.009,256493,4
2076,2tdseeP2TePM98X6Jcwf1C,Don't Stop the Party (feat. TJR),TJR,40,2012-11-19,0.714,0.952,4,-3.622,1,0.0073,0.0,0.387,0.959,127.008,206120,4
2077,1kPpge9JDLpcj15qgrPbYX,Good Time,Carly Rae Jepsen,77,2012-01-01,0.56,0.872,3,-4.269,1,0.0239,6.98e-06,0.371,0.682,126.05,205933,4
2078,2Foc5Q5nqNiosCNqttzHof,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,Nile Rodgers,83,2013-04-19,0.794,0.811,6,-8.966,0,0.0426,1.07e-06,0.101,0.862,116.047,248413,4
2079,4MPTj8lMMvxLwT3EwuXFop,Call Out My Name,The Weeknd,1,2018-03-30,0.449,0.599,1,-4.892,1,0.211,0.0,0.327,0.165,134.144,228373,3
2080,6uzAorm9rlMshQ9rjKviNl,Lovesick Blues - Show 9,Hank Williams,0,2014-05-13,0.685,0.35,0,-8.079,1,0.959,0.0,0.605,0.68,133.615,172227,4
2081,75vEuMA15pb8JmgrGugHEs,Eenie Meenie,Sean Kingston,0,2010-01-01,0.718,0.588,1,-4.192,1,0.0525,0.0,0.0991,0.812,121.22,202627,4
2082,5YNf9s8WE3iF33YaFNrgpa,What Do You Mean? - Acoustic,Justin Bieber,59,2015-11-13,0.773,0.358,8,-10.634,1,0.794,0.0,0.104,0.756,124.934,203800,4
2083,09ts3GnICqYEU5PkQCpJK3,Say Something (feat. Chris Stapleton),Chris Stapleton,53,2018-01-25,0.707,0.632,10,-7.031,1,0.103,1.09e-05,0.0841,0.372,97.04,278893,4
2084,7Il2yWQmsqKgSkLQvHTPUI,Tequila,Dan + Shay,63,2018-01-10,0.474,0.594,11,-5.756,1,0.0292,0.0,0.133,0.503,86.131,195987,4
2085,1fDsrQ23eTAVFElUMaf38X,American Pie,Don McLean,75,1971,0.531,0.481,4,-11.709,0,0.699,0.0,0.0842,0.491,138.45,516893,4
2086,7fCNUWi6uflDTQ08srxMZk,No Excuses,Meghan Trainor,57,2018-03-01,0.827,0.658,6,-3.846,1,0.0224,0.0,0.0417,0.523,115.016,152862,4
2087,5hmQ76WSXsot6JQV3NdaCV,Lifestyle,Rich Homie Quan,0,2014-06-05,0.564,0.669,1,-5.238,1,0.0144,0.0,0.0853,0.477,87.268,269693,4
2088,11EX5yhxr9Ihl3IN1asrfK,Need You Now,Lady A,70,2010-01-01,0.587,0.622,4,-5.535,1,0.0927,0.000636,0.2,0.231,107.943,277573,4
2089,2RUFzxyUlI36KKy9Agkqze,POWER,Kanye West,0,2010-01-01,0.539,0.907,0,-4.757,0,0.0193,0.0,0.825,0.553,154.0,292093,4
2090,6V2D8Lls36APk0THDjBDfE,Started From the Bottom,Drake,0,2013-01-01,0.794,0.522,8,-7.829,1,0.0328,0.0,0.156,0.567,86.318,174133,4
2091,72AO8u6lcjKp0CBeaPZT8I,I Still Haven't Found What I'm Looking For - Remastered 2007,U2,45,1987-03-10,0.565,0.764,1,-9.43,1,0.0139,0.00488,0.079,0.686,100.891,277480,4
2092,4eWQlBRaTjPPUlzacqEeoQ,Never Be the Same,Camila Cabello,73,2018-01-12,0.637,0.713,0,-4.333,1,0.181,0.000637,0.137,0.243,129.923,226973,4
2093,2gE95JskwQ1pCACTpGe1Db,Down On The Corner,Creedence Clearwater Revival,70,1969-11-02,0.858,0.544,0,-9.289,1,0.583,0.00109,0.0707,0.874,108.217,166280,4
2094,5XE8c07vbpQBUriwybOHtd,Have You Ever Seen The Rain,Creedence Clearwater Revival,62,1976-01-01,0.773,0.543,0,-9.97,1,0.093,5.63e-06,0.175,0.802,115.997,160000,4
2095,7ufDF5ePKsnxYgP0DAZoZE,Dancing In the Moonlight,King Harvest,48,1972-03-01,0.657,0.435,10,-15.707,1,0.739,0.0,0.167,0.771,135.975,181133,4
2096,7lJbTVbDEMa3w7NFamrwdq,Fishin' in the Dark,Nitty Gritty Dirt Band,60,1987-04-01,0.771,0.283,2,-16.326,1,0.198,0.0,0.0888,0.906,77.756,202787,4
2097,07KYRDFf8Q6sqj4PWCP9vh,It's Five O'Clock Somewhere,Jimmy Buffett,65,1991,0.713,0.768,2,-6.702,1,0.22,0.0,0.177,0.878,125.203,230267,4
2098,0qRR9d89hIS0MHRkQ0ejxX,Rich Girl,Daryl Hall & John Oates,72,1976-08-01,0.573,0.683,5,-6.644,1,0.461,0.0,0.0935,0.817,169.519,142787,4
2099,1BltsyC5W3SAABdxyrDXwi,Latch,Sam Smith,0,2013-01-01,0.503,0.727,1,-5.456,1,0.0159,9.45e-05,0.0895,0.521,121.985,255632,4
2100,3pfdwzqLYcN20GvoYno1Oz,Girls Chase Boys,Ingrid Michaelson,0,2014-02-04,0.473,0.82,8,-5.702,1,0.031,1.55e-05,0.0414,0.678,84.893,221413,4
2101,2NniAhAtkRACaMeYt48xlD,50 Ways to Say Goodbye,Train,67,2012-04-17,0.591,0.935,6,-2.664,1,0.000284,0.000278,0.142,0.736,140.043,247947,4
2102,66ZcOcouenzZEnzTJvoFmH,The Sweet Escape,Akon,72,2006-01-01,0.756,0.77,1,-3.502,1,0.191,0.0,0.178,0.73,119.961,246467,4
2103,2uHSDyFByIUeTUAxZCTRp0,Full Circle,Quinn XCII,0,2015-08-06,0.751,0.547,1,-7.898,1,0.202,0.0,0.102,0.481,78.007,217836,4
